company_id,month_index,risk_score,risk_tier,runway_months,mrr,churn_rate,ltv_cac_ratio,burn_multiple,composite_risk_index,consecutive_low_runway_months,actual_label_fail_within_6m
SU-10003,8,0.25,Watch,5.6,16194.82,0.03,3.43,7.662781679574086,25.0,1,0
SU-10003,9,0.8067226890756303,High,4.7,17779.73,0.01,4.83,6.979710603029405,25.0,2,1
SU-10003,10,0.8067226890756303,High,3.7,19429.94,0.01,4.26,6.386914730565303,25.0,3,1
SU-10003,11,0.8088235294117647,High,2.9,20543.1,0.0387,4.53,5.907345045295014,25.0,4,1
SU-10003,12,0.8088235294117647,High,1.9,22282.11,0.0236,3.71,5.446305578780465,25.0,5,1
SU-10003,13,0.875,High,1.0,23342.38,0.0243,2.77,5.198920589931275,25.0,6,1
SU-10003,14,0.8067226890756303,High,0.0,26338.53,0.059,2.81,4.483174649458417,25.0,7,1
SU-10004,3,0.0,Low,32.7,9192.18,0.0804,4.44,5.0307010959315415,0.0,0,0
SU-10004,4,0.0,Low,32.7,10319.72,0.032,3.83,4.481043090316405,0.0,0,0
SU-10004,5,0.0,Low,32.3,10938.07,0.01,6.1,4.227721161045779,0.0,0,0
SU-10004,6,0.0,Low,32.5,12225.5,0.0503,4.38,3.782512780663368,0.0,0,0
SU-10004,7,0.0,Low,32.8,13579.44,0.0318,3.39,3.4053768049345186,0.0,0,0
SU-10004,8,0.0,Low,32.8,14492.02,0.0145,4.16,3.1909361151861506,0.0,0,0
SU-10004,9,0.0,Low,33.2,15771.75,0.01,3.77,2.9320214941271576,0.0,0,0
SU-10004,10,0.0,Low,32.1,15751.51,0.0543,3.61,2.93578901324381,0.0,0,0
SU-10004,11,0.0,Low,32.0,16562.37,0.0148,5.08,2.792058745215812,0.0,0,0
SU-10004,12,0.0,Low,33.1,18404.59,0.01,5.75,2.5125857191059406,0.0,0,0
SU-10004,13,0.0,Low,32.4,18639.47,0.0232,4.37,2.480924082068857,0.0,0,0
SU-10004,14,0.0,Low,35.4,21662.12,0.033,5.61,2.134745352717093,0.0,0,0
SU-10004,15,0.0,Low,34.1,21461.13,0.0156,3.57,2.154737891248037,0.0,0,0
SU-10004,16,0.0,Low,35.6,23138.97,0.0377,4.48,1.9984947471732752,0.0,0,0
SU-10004,17,0.0,Low,39.5,25936.82,0.01,2.52,1.782913633976717,0.0,0,0
SU-10004,18,0.0,Low,42.1,27618.1,0.01,4.48,1.674376948450473,0.0,0,0
SU-10004,19,0.0,Low,49.3,30666.91,0.01,6.18,1.507915535018037,0.0,0,0
SU-10004,20,0.0,Low,57.5,33117.89,0.0133,4.0,1.396318122923894,0.0,0,0
SU-10004,21,0.0,Low,67.5,35216.74,0.0424,5.1,1.3131002472119797,0.0,0,0
SU-10004,22,0.0,Low,99.0,38940.06,0.01,4.13,1.1875459359846905,0.0,0,0
SU-10004,23,0.0,Low,99.0,40945.87,0.0107,5.8,1.1293717779106904,0.0,0,0
SU-10004,24,0.0,Low,99.0,44355.56,0.01,6.76,1.0425549807059138,0.0,0,0
SU-10004,25,0.0,Low,99.0,47707.5,0.01,4.02,0.9693048262851752,0.0,0,0
SU-10004,26,0.0,Low,99.0,53677.71,0.0136,4.93,0.8614955816855824,0.0,0,0
SU-10004,27,0.0,Low,99.0,58636.54,0.01,4.72,0.7886398140135826,0.0,0,0
SU-10004,28,0.0,Low,99.0,57895.92,0.0444,6.91,0.7987283041706567,0.0,0,0
SU-10004,29,0.0,Low,99.0,67047.01,0.0154,6.46,0.6897117410604888,0.0,0,0
SU-10004,30,0.0,Low,99.0,74617.14,0.01,5.65,0.6197384407925579,0.0,0,0
SU-10004,31,0.0,Low,99.0,76814.22,0.01,6.09,0.6020123617736404,0.0,0,0
SU-10004,32,0.0,Low,99.0,97109.92,0.01,4.55,0.4761934723043742,0.0,0,0
SU-10004,33,0.0,Low,99.0,105174.04,0.01,5.6,0.4396817883956916,0.0,0,0
SU-10004,34,0.0,Low,99.0,123710.02,0.01,5.19,0.3738024615952693,0.0,0,0
SU-10004,35,0.005681818181818182,Low,99.0,146976.56,0.0109,3.03,0.3146291490289336,0.0,0,0
SU-10004,36,0.01652892561983471,Low,99.0,164066.85,0.0141,4.66,0.2818552925225296,0.0,0,0
SU-10004,37,0.003194888178913738,Low,99.0,169206.82,0.0169,5.35,0.2732934168965529,0.0,0,0
SU-10004,38,0.002347417840375587,Low,99.0,186747.4,0.0378,6.85,0.2476238491138297,0.0,0,0
SU-10004,39,0.005681818181818182,Low,99.0,203065.82,0.0462,5.62,0.2277247347682638,0.0,0,0
SU-10004,40,0.006622516556291391,Low,99.0,230115.93,0.01,4.16,0.2009557095851643,0.0,0,0
SU-10004,41,0.006622516556291391,Low,99.0,271899.52,0.01,4.74,0.1700742612565112,0.0,0,0
SU-10005,3,0.0,Low,60.8,14955.38,0.0191,4.06,1.984078639258916,0.0,0,0
SU-10005,4,0.0,Low,65.7,16243.92,0.01,4.97,1.8266926948667563,0.0,0,0
SU-10005,5,0.0,Low,73.6,17856.53,0.0221,5.71,1.661725430416772,0.0,0,0
SU-10005,6,0.0,Low,88.9,19990.24,0.04,4.42,1.4843568661506814,0.0,0,0
SU-10005,7,0.0,Low,87.9,19993.08,0.01,4.29,1.484146014521024,0.0,0,0
SU-10005,8,0.0,Low,97.1,21002.29,0.0543,4.02,1.4128292676655736,0.0,0,0
SU-10005,9,0.0,Low,99.0,22912.81,0.01,4.85,1.2950244863026403,0.0,0,0
SU-10005,10,0.0,Low,99.0,22675.54,0.01,4.85,1.308575231284459,0.0,0,0
SU-10005,11,0.0,Low,99.0,23563.4,0.01,4.09,1.2592686114907017,0.0,0,0
SU-10005,12,0.0,Low,99.0,24925.69,0.01,4.12,1.1904444771639222,0.0,0,0
SU-10005,13,0.0,Low,99.0,29413.61,0.0279,2.6,1.0088068074609,0.0,0,0
SU-10005,14,0.0,Low,99.0,31008.11,0.0288,5.05,0.9569319123287424,0.0,0,0
SU-10005,15,0.0,Low,99.0,33658.98,0.01,4.17,0.8815671181955008,0.0,0,0
SU-10005,16,0.0,Low,99.0,33667.13,0.01,4.05,0.8813537120627747,0.0,0,0
SU-10005,17,0.0,Low,99.0,35457.2,0.0401,6.17,0.8368582403573888,0.0,0,0
SU-10005,18,0.0,Low,99.0,39675.86,0.01,3.59,0.7478766685838694,0.0,0,0
SU-10005,19,0.0,Low,99.0,43440.11,0.011,3.38,0.683070323716952,0.0,0,0
SU-10005,20,0.0,Low,99.0,48846.86,0.0121,4.9,0.6074627929000964,0.0,0,0
SU-10005,21,0.0,Low,99.0,50726.58,0.01,5.72,0.5849527013254195,0.0,0,0
SU-10005,22,0.0,Low,99.0,53194.21,0.01,3.36,0.5578172887613144,0.0,0,0
SU-10005,23,0.0,Low,99.0,60294.44,0.01,5.8,0.4921291250072146,0.0,0,0
SU-10005,24,0.0,Low,99.0,67046.12,0.01,4.69,0.4425707259420829,0.0,0,0
SU-10005,25,0.0,Low,99.0,72926.04,0.01,5.56,0.4068868952708799,0.0,0,0
SU-10005,26,0.0,Low,99.0,78342.59,0.0333,2.56,0.3787550296716001,0.0,0,0
SU-10005,27,0.0,Low,99.0,86280.16,0.0101,4.67,0.3439104656273238,0.0,0,0
SU-10005,28,0.0,Low,99.0,93783.12,0.0158,4.19,0.316396490114639,0.0,0,0
SU-10005,29,0.0,Low,99.0,93925.29,0.043,5.46,0.3159175766186083,0.0,0,0
SU-10005,30,0.0,Low,99.0,101777.48,0.01,4.24,0.2915443573568534,0.0,0,0
SU-10005,31,0.0,Low,99.0,108942.45,0.0307,3.74,0.2723699531266279,0.0,0,0
SU-10005,32,0.0,Low,99.0,122553.38,0.01,4.01,0.2421202091692615,0.0,0,0
SU-10005,33,0.0,Low,99.0,138499.23,0.01,4.28,0.214244151393477,0.0,0,0
SU-10005,34,0.0,Low,99.0,145246.92,0.01,7.03,0.2042910789433607,0.0,0,0
SU-10005,35,0.0,Low,99.0,158935.37,0.01,5.75,0.1866963281993177,0.0,0,0
SU-10005,36,0.0,Low,99.0,170391.8,0.0189,4.72,0.1741436501052281,0.0,0,0
SU-10005,37,0.0,Low,99.0,182589.75,0.0196,4.14,0.1625099437399963,0.0,0,0
SU-10005,38,0.003194888178913738,Low,99.0,209175.28,0.0437,3.04,0.1418554333953801,0.0,0,0
SU-10005,39,0.003194888178913738,Low,99.0,220017.68,0.0249,4.46,0.1348648435889334,0.0,0,0
SU-10005,40,0.005681818181818182,Low,99.0,246689.61,0.01,5.04,0.1202833390510447,0.0,0,0
SU-10005,41,0.005681818181818182,Low,99.0,236484.24,0.01,6.17,0.1254741119323638,0.0,0,0
SU-10006,3,0.003194888178913738,Low,53.8,115068.55,0.01,2.91,1.949587876096466,0.0,0,0
SU-10006,4,0.002347417840375587,Low,54.7,118813.53,0.0177,3.15,1.888137234875523,0.0,0,0
SU-10006,5,0.002347417840375587,Low,58.8,127706.31,0.0318,4.68,1.7566575214646794,0.0,0,0
SU-10006,6,0.0,Low,64.9,138106.43,0.0408,3.58,1.624372232342839,0.0,0,0
SU-10006,7,0.002347417840375587,Low,74.8,150547.28,0.01,4.42,1.4901381811747114,0.0,0,0
SU-10006,8,0.002347417840375587,Low,76.1,152735.66,0.01,3.09,1.468787642650053,0.0,0,0
SU-10006,9,0.002347417840375587,Low,97.2,168853.45,0.0133,3.54,1.3285855278645475,0.0,0,0
SU-10006,10,0.002347417840375587,Low,86.2,162510.19,0.0338,4.37,1.3804442047603291,0.0,0,0
SU-10006,11,0.002347417840375587,Low,98.6,170825.76,0.0186,2.97,1.3132460233163896,0.0,0,0
SU-10006,12,0.002347417840375587,Low,90.1,166411.42,0.0445,2.22,1.348082060714343,0.0,0,0
SU-10006,13,0.002347417840375587,Low,99.0,173507.64,0.0176,6.24,1.2620454638193452,0.0,0,0
SU-10006,14,0.002347417840375587,Low,99.0,176084.81,0.059,4.39,1.2435742185825114,0.0,0,0
SU-10006,15,0.0,Low,99.0,169674.22,0.0511,3.49,1.2905586364269126,0.0,0,0
SU-10006,16,0.002347417840375587,Low,99.0,175354.74,0.019,1.89,1.212235038528186,0.0,0,0
SU-10006,17,0.0,Low,99.0,192133.54,0.0337,3.8,1.1063719535901957,0.0,0,0
SU-10006,18,0.002347417840375587,Low,99.0,196157.54,0.0323,2.73,1.0421972563481372,0.0,0,0
SU-10006,19,0.002347417840375587,Low,99.0,202482.71,0.01,3.45,1.0096410207073978,0.0,0,0
SU-10006,20,0.002347417840375587,Low,99.0,211712.52,0.0268,4.15,0.9656247537934932,0.0,0,0
SU-10006,21,0.005681818181818182,Low,99.0,213265.42,0.0308,2.17,0.9585935216314018,0.0,0,0
SU-10006,22,0.002347417840375587,Low,99.0,218067.71,0.061,5.29,0.9374833623923506,0.0,0,0
SU-10006,23,0.01652892561983471,Low,99.0,244115.29,0.0609,2.45,0.8374520498081051,0.0,0,0
SU-10006,24,0.0431266846361186,Low,99.0,258921.32,0.0262,4.66,0.7895636017922356,0.0,0,0
SU-10006,25,0.0431266846361186,Low,99.0,275818.03,0.0462,3.4,0.7411946564914556,0.0,0,0
SU-10006,26,0.0431266846361186,Low,99.0,261597.56,0.0477,1.99,0.7814860734939577,0.0,0,0
SU-10006,27,0.0431266846361186,Low,99.0,263125.59,0.0565,4.38,0.7769478065588376,0.0,0,0
SU-10006,28,0.01652892561983471,Low,99.0,246489.91,0.0161,3.6,0.8293842534974353,0.0,0,0
SU-10006,29,0.006622516556291391,Low,99.0,219054.07,0.0632,1.43,0.9332620480413808,15.0,0,0
SU-10006,30,0.005681818181818182,Low,99.0,234567.42,0.0551,3.23,0.8715398327696148,0.0,0,0
SU-10006,31,0.006622516556291391,Low,99.0,250179.47,0.0568,4.33,0.817152782360599,0.0,0,0
SU-10006,32,0.006622516556291391,Low,99.0,257608.06,0.0421,4.34,0.793588717682203,0.0,0,0
SU-10006,33,0.0431266846361186,Low,99.0,272303.46,0.0515,4.29,0.7507611177617795,0.0,0,0
SU-10006,34,0.07317073170731707,Low,99.0,277860.89,0.0259,3.35,0.993256193773798,0.0,0,0
SU-10006,35,0.056451612903225805,Low,99.0,276894.85,0.0422,2.92,0.9967214991539208,0.0,0,0
SU-10006,36,0.07317073170731707,Low,99.0,306367.16,0.0539,3.2,0.9008375767167734,0.0,0,0
SU-10006,37,0.07317073170731707,Low,99.0,289841.94,0.0381,3.98,0.9521984637557972,0.0,0,0
SU-10006,38,0.0431266846361186,Low,99.0,277984.47,0.0367,2.96,0.9928146345729314,15.0,0,0
SU-10006,39,0.0431266846361186,Low,99.0,267127.38,0.0582,4.6,1.0331664616333975,15.0,0,0
SU-10006,40,0.0431266846361186,Low,99.0,281775.88,0.049,3.53,0.9794559065878882,0.0,0,0
SU-10006,41,0.0431266846361186,Low,99.0,297419.06,0.037,5.04,0.9279400250945584,0.0,0,0
SU-10007,3,0.0,Low,16.9,28766.38,0.056,3.95,3.4345517232269054,15.0,0,0
SU-10007,4,0.0,Low,16.0,29081.22,0.0641,1.69,3.397368473537217,0.0,0,0
SU-10007,5,0.0,Low,15.6,30399.88,0.0517,2.62,3.202317903886463,0.0,0,0
SU-10007,6,0.0,Low,14.8,31099.86,0.0353,3.43,3.1302417438535093,0.0,0,0
SU-10007,7,0.0,Low,14.5,34195.79,0.0567,4.73,2.8468440120845284,0.0,0,0
SU-10007,8,0.0,Low,13.1,32211.13,0.0336,4.66,3.0222497627372897,0.0,0,0
SU-10007,9,0.0,Low,12.7,33414.83,0.01,2.59,2.865414547971664,0.0,0,0
SU-10007,10,0.0,Low,12.0,34802.48,0.0512,4.51,2.751164284844068,0.0,0,0
SU-10007,11,0.0,Low,10.6,33204.78,0.0461,2.77,2.883540863694926,0.0,0,0
SU-10007,12,0.0,Low,10.1,35616.97,0.054,4.41,2.6882505726904897,0.0,0,0
SU-10007,13,0.0,Low,8.9,34746.72,0.0297,5.25,2.7555792316512173,0.0,0,0
SU-10007,14,0.003194888178913738,Low,8.5,36530.83,0.0998,4.25,2.5716620728299904,0.0,0,0
SU-10007,15,0.005681818181818182,Low,7.7,38103.93,0.0249,3.27,2.465492404589238,0.0,0,0
SU-10007,16,0.0431266846361186,Low,6.5,36208.52,0.0569,2.92,2.594553712772574,0.0,0,0
SU-10007,17,0.4166666666666667,Watch,5.7,36250.72,0.0274,3.77,2.534267733165024,25.0,1,0
SU-10007,18,0.7,High,4.8,36651.01,0.0656,2.78,2.5065893136369226,25.0,2,1
SU-10007,19,0.7,High,4.3,42607.55,0.0493,2.86,2.1561678622685414,25.0,3,1
SU-10007,20,0.7,High,3.4,42905.65,0.0389,3.98,2.141187232916877,25.0,4,1
SU-10007,21,0.7,High,2.4,43206.97,0.0848,4.8,2.1262548611948486,25.0,5,1
SU-10007,22,0.6170212765957447,High,1.8,48312.89,0.0302,4.77,1.850227134000885,25.0,6,1
SU-10007,23,0.7,High,0.7,45759.43,0.0552,3.73,1.953473196672249,25.0,7,1
SU-10008,3,0.002347417840375587,Low,20.2,92178.91,0.0422,4.65,5.626692483128733,0.0,0,0
SU-10008,4,0.0,Low,19.3,94106.86,0.019,4.23,5.511419465063439,0.0,0,0
SU-10008,5,0.002347417840375587,Low,18.3,95535.84,0.0476,5.7,5.4289822541990524,0.0,0,0
SU-10008,6,0.0,Low,17.3,95602.84,0.0244,5.54,5.425177536566905,0.0,0,0
SU-10008,7,0.0,Low,16.8,105499.65,0.0233,4.15,4.916247399872891,0.0,0,0
SU-10008,8,0.0,Low,16.7,113326.27,0.0446,3.72,4.452635386305399,0.0,0,0
SU-10008,9,0.0,Low,15.9,116962.23,0.0439,5.32,4.314218017218037,0.0,0,0
SU-10008,10,0.002347417840375587,Low,14.6,109802.77,0.01,4.43,4.595517581204918,0.0,0,0
SU-10008,11,0.002347417840375587,Low,13.7,114106.2,0.0549,5.14,4.422201072334369,0.0,0,0
SU-10008,12,0.002347417840375587,Low,13.8,126301.29,0.01,5.06,3.862247725260763,0.0,0,0
SU-10008,13,0.002347417840375587,Low,13.1,134060.76,0.01,5.11,3.6386998701185935,0.0,0,0
SU-10008,14,0.0,Low,12.4,142208.75,0.0341,4.37,3.430216987351341,0.0,0,0
SU-10008,15,0.002347417840375587,Low,12.9,157961.26,0.0267,4.55,2.953055135164153,0.0,0,0
SU-10008,16,0.003194888178913738,Low,12.5,169971.75,0.01,4.21,2.744387287887546,0.0,0,0
SU-10008,17,0.003194888178913738,Low,11.7,175470.91,0.01,4.7,2.658379728013037,0.0,0,0
SU-10008,18,0.003194888178913738,Low,13.0,193102.25,0.01,6.43,2.2552574607494216,0.0,0,0
SU-10008,19,0.003194888178913738,Low,12.7,205363.39,0.058,5.61,2.120608205776112,0.0,0,0
SU-10008,20,0.003194888178913738,Low,12.5,218563.07,0.0162,4.47,1.9925383094225384,0.0,0,0
SU-10008,21,0.005681818181818182,Low,12.3,230633.41,0.01,2.99,1.8882576032674536,0.0,0,0
SU-10008,22,0.0431266846361186,Low,12.8,252885.83,0.01,4.98,1.722102381141719,0.0,0,0
SU-10008,23,0.0431266846361186,Low,13.1,270857.99,0.01,5.66,1.6078362318202244,0.0,0,0
SU-10008,24,0.0431266846361186,Low,13.9,290680.08,0.0119,5.94,1.498194475520992,0.0,0,0
SU-10008,25,0.0431266846361186,Low,16.8,322095.44,0.0404,4.3,1.352069094799976,0.0,0,0
SU-10008,26,0.0431266846361186,Low,17.2,330593.76,0.0244,3.87,1.3173124925285946,0.0,0,0
SU-10008,27,0.0431266846361186,Low,22.5,358932.09,0.0355,5.52,1.213308316901952,0.0,0,0
